123,Boyce Avenue,With Arms Wide Open,1B1LKE0U8TqigfThDR4No0,36.0,2012.0,acoustic,0.45,0.369,0.0,-6.539,1.0,0.029,0.709,0.0,0.128,0.164,141.077,248200.0,4;;;
124,Noah Gundersen,Family - from Sons of Anarchy,7k7NljRsKSl5sTgc2aUMHO,30.0,2012.0,acoustic,0.442,0.165,6.0,-13.955,0.0,0.0345,0.867,0.0029,0.156,0.15,110.188,213667.0,3;;;
125,Boyce Avenue,Jar of Hearts,5indGtlR04vAgxadH91Avq,38.0,2012.0,acoustic,0.572,0.252,5.0,-9.057,1.0,0.0325,0.68,0.0,0.179,0.215,75.014,246133.0,4;;;
126,Boyce Avenue,Back for Good,2OElXSjcpQDx0AsFR31pzA,40.0,2012.0,acoustic,0.565,0.334,3.0,-9.271,1.0,0.0298,0.805,0.0,0.11,0.61,79.064,240167.0,4;;;
127,Matthew Mayfield,Take What I Can Get,6hUtLSw6vqaztCPHZ56gAl,28.0,2012.0,acoustic,0.334,0.347,4.0,-10.888,1.0,0.0299,0.315,0.0,0.0766,0.0632,96.9,268426.0,4;;;
128,Jenny & Tyler,See The Conqueror,74m2VSn09mtORFf6oria7A,23.0,2012.0,acoustic,0.558,0.485,9.0,-7.878,1.0,0.035,0.468,0.0,0.0912,0.389,150.111,217733.0,3;;;
129,Boyce Avenue,Last Kiss,17nTRIt0yUy4Sa9zF7GBFO,34.0,2012.0,acoustic,0.563,0.283,11.0,-11.309,1.0,0.0286,0.864,0.0,0.108,0.187,80.14,362570.0,3;;;
130,Jason Mraz,The Woman I Love - Live,3H3OMA1T5wlD28HnOjnNID,25.0,2012.0,acoustic,0.586,0.299,4.0,-13.557,1.0,0.0393,0.532,0.0,0.339,0.62,81.559,200266.0,4;;;
131,Mark Lanegan,Bleeding Muddy Water,354rsPvcUmElBPPMTZ1Xq1,32.0,2012.0,acoustic,0.507,0.482,10.0,-9.792,1.0,0.0306,0.47,0.0868,0.111,0.168,117.894,377520.0,4;;;
132,Harley Poe,Father McKee,7MwwL39IJcY2hioKsl3Hdr,24.0,2012.0,acoustic,0.564,0.618,0.0,-7.885,1.0,0.0312,0.0647,0.0099,0.305,0.693,91.257,164760.0,4;;;
133,NEEDTOBREATHE,Solomon's Ashes - B-Side,6jD0vPIy9xNqbHNbdchEHi,23.0,2012.0,acoustic,0.386,0.958,9.0,-3.384,1.0,0.0631,0.0107,0.00241,0.127,0.419,187.999,201680.0,4;;;
134,Boyce Avenue,Firework,50yShdGMlkCQKPKl9lr8pG,37.0,2012.0,acoustic,0.579,0.483,0.0,-7.847,1.0,0.0276,0.715,0.0,0.15,0.352,116.042,285737.0,4;;;
135,David Ramirez,Stick Around,3N7IFsjrOibzV5PqtFk2gT,23.0,2012.0,acoustic,0.608,0.354,4.0,-11.623,1.0,0.0373,0.181,1.69e-05,0.279,0.37,115.718,185973.0,4;;;
136,Jason Mraz,In Your Hands,7kzMRQciSdCPOE0N6GXBXK,24.0,2012.0,acoustic,0.677,0.341,6.0,-14.562,1.0,0.035,0.77,0.000624,0.122,0.402,136.176,291347.0,4;;;
137,Corporate Hearts,Suck on Soil Lounge Act,6yTE22JhMXkrMR3XsoGbxQ,23.0,2012.0,acoustic,0.307,0.957,2.0,-2.166,1.0,0.0747,0.189,0.0,0.205,0.643,106.178,62485.0,3;;;
138,Drew Holcomb & The Neighbors,Learning to Fly,4uIEThFPflLuKfDmmB8ZNl,22.0,2012.0,acoustic,0.685,0.737,0.0,-5.355,1.0,0.0301,0.376,0.000365,0.142,0.484,115.634,185233.0,4;;;
139,Jon McLaughlin,Summer Is Over,3MgJZsiw4oS1PsPQG2YsGj,26.0,2012.0,acoustic,0.517,0.682,0.0,-5.301,1.0,0.0315,0.0338,1.07e-05,0.167,0.254,130.004,300533.0,4;;;
140,Boyce Avenue,Only Girl (In the World),4KIv4r54Y0RneYx8GWTdgC,35.0,2012.0,acoustic,0.719,0.56,11.0,-9.532,1.0,0.0341,0.645,0.0,0.0707,0.466,118.094,237849.0,4;;;
141,Ingrid Michaelson,I'm Through,7KxMq2YidfuQWOayvcoKUb,23.0,2012.0,acoustic,0.265,0.16,7.0,-12.916,0.0,0.0375,0.873,8.22e-05,0.0815,0.0529,71.912,207493.0,3;;;
142,Greg Laswell,Landline,2EWGco6TH7zyW6lPKOijUQ,24.0,2012.0,acoustic,0.383,0.464,11.0,-6.85,1.0,0.029,0.76,7.45e-05,0.203,0.183,169.95,293493.0,4;;;
143,Matt Wertz,Snow Globe,0tc5oRonHjo4cI9e5bhLSD,23.0,2012.0,acoustic,0.627,0.679,9.0,-7.146,1.0,0.0305,0.027,0.0,0.0928,0.68,128.086,195360.0,4;;;
144,Get Dead,This One's for Johnny,6mFsYlDjG2Esy5hXhNy78t,27.0,2012.0,acoustic,0.482,0.772,1.0,-5.128,1.0,0.0318,0.0265,0.0,0.269,0.586,129.91,195640.0,4;;;
145,Boyce Avenue,Shimmer,4Qg2PKNifKhK0zUfSp5AF3,31.0,2012.0,acoustic,0.625,0.595,6.0,-7.52,1.0,0.0341,0.376,0.0,0.218,0.367,114.698,200895.0,4;;;
146,(Person) (Noun),A Punk Song About How Law Enforcement Ruins Everything,08ghdigTArcRWO12GdojbN,21.0,2012.0,acoustic,0.501,0.574,3.0,-5.168,1.0,0.0479,0.351,0.0,0.106,0.777,81.45,172111.0,4;;;
147,Kaki King,Skimming the Fractured Surface to a Place of Endless Light,7qT0I32aQseLqqt3tAZRBt,24.0,2012.0,acoustic,0.641,0.235,6.0,-17.22,1.0,0.0365,0.721,0.895,0.112,0.324,116.166,210221.0,4;;;
148,Boyce Avenue,We Are Young,0WjTnatR8L132K6jckMsLD,38.0,2012.0,acoustic,0.437,0.352,2.0,-11.511,1.0,0.0286,0.673,0.0,0.117,0.419,83.034,237687.0,4;;;
149,Sara Bareilles,Lie To Me,15zarGPJkaG3btC3Co7Luo,23.0,2012.0,acoustic,0.683,0.622,4.0,-6.878,0.0,0.0425,0.0516,0.000177,0.0937,0.795,94.999,238533.0,4;;;
150,Boyce Avenue,Grenade,0Mn7mWp0ALaK38J8nbYGU1,36.0,2012.0,acoustic,0.372,0.187,8.0,-9.663,0.0,0.0321,0.875,0.0,0.193,0.317,102.696,242307.0,4;;;
151,Daryl Shawn,All Is Forgiven,3ZX6UTRnmdnMs2DB8JgryB,21.0,2012.0,acoustic,0.291,0.241,2.0,-21.785,1.0,0.05,0.913,0.896,0.119,0.381,93.723,221427.0,4;;;
152,Boyce Avenue,Perfect,6bi5QcHuwZx0MWM5cPcOie,36.0,2012.0,acoustic,0.348,0.48,1.0,-7.141,1.0,0.0324,0.323,0.0,0.165,0.236,92.491,208173.0,4;;;
153,Taj Mahal,Butter,6AhRjuwY1b3wlan2DxPQRp,26.0,2012.0,acoustic,0.563,0.197,2.0,-11.112,1.0,0.0514,0.593,0.468,0.11,0.516,74.368,167653.0,4;;;
154,Matthew Perryman Jones,Land of the Living,75NxkuOkcV48r9PPjIN1TJ,27.0,2012.0,acoustic,0.391,0.759,2.0,-7.843,1.0,0.0402,0.163,0.0106,0.158,0.212,136.069,364533.0,4;;;
155,Steve Petrunak,Little Drummer Boy,5uUC4BNJ556zr7uqLWZOG6,23.0,2012.0,acoustic,0.429,0.169,3.0,-13.758,1.0,0.0503,0.93,0.927,0.108,0.18,107.062,184560.0,4;;;
156,Eric Bibb,We Don't Care,4a0ohEQ8L4zr9fr4n8iIcb,23.0,2012.0,acoustic,0.732,0.317,6.0,-13.399,0.0,0.0784,0.517,0.0137,0.098,0.475,81.03,240520.0,4;;;
157,Noah Gundersen,He Got Away - from Sons of Anarchy,4rakibNjIUCuzUGAytGOrH,30.0,2012.0,acoustic,0.605,0.0946,7.0,-14.98,1.0,0.0291,0.861,0.00239,0.108,0.235,137.809,210173.0,4;;;
158,Boyce Avenue,For the First Time,3OmajA5t8V434eQSSMDpdh,33.0,2012.0,acoustic,0.421,0.482,7.0,-7.787,1.0,0.0332,0.806,0.0,0.336,0.492,172.718,281947.0,4;;;
159,Boyce Avenue,Airplanes,0majnowXPs9y7KjlGcucyP,35.0,2012.0,acoustic,0.661,0.663,6.0,-7.846,0.0,0.0966,0.834,0.0,0.109,0.54,93.007,175883.0,4;;;
160,Tyler Ward,We Found Love - Acoustic,5uXMRPK76nEjSAubcgpL5Y,31.0,2012.0,acoustic,0.525,0.166,2.0,-14.552,0.0,0.0384,0.87,0.0,0.142,0.305,100.054,187086.0,4;;;
161,Mark Lanegan,Ode to Sad Disco,0XQQV21AQBskS6BFRL4k5h,34.0,2012.0,acoustic,0.408,0.87,5.0,-5.571,1.0,0.0487,4.15e-05,0.59,0.392,0.422,116.046,383867.0,4;;;
162,AJJ,Lady Liberty,7LMhBkdtPEIj0mHQsJ4NyY,21.0,2012.0,acoustic,0.764,0.375,7.0,-7.619,1.0,0.0404,0.749,0.0,0.484,0.88,109.21,133960.0,4;;;
163,AJJ,Lookin' for a Love,0RyrdYywwknwWtjDQXsZYD,21.0,2012.0,acoustic,0.616,0.378,7.0,-9.709,1.0,0.0274,0.714,0.0,0.0814,0.305,84.158,190360.0,4;;;
164,Hannah Trigwell,Hallelujah,2t0GPzo9vURxmfgkTx2Bmf,38.0,2012.0,acoustic,0.448,0.125,4.0,-12.419,1.0,0.0336,0.978,0.0,0.0863,0.233,97.813,295142.0,3;;;
165,Eric Hutchinson,Best Days,0AQW0xp3kmjNZ2sE3KwNrH,21.0,2012.0,acoustic,0.696,0.805,2.0,-4.562,1.0,0.0244,0.00242,1.2e-05,0.0262,0.825,99.983,244120.0,4;;;
166,Eric Hutchinson,The People I Know,4Ax7ux0DqjXO7vBiznYEZg,21.0,2012.0,acoustic,0.736,0.787,9.0,-5.342,1.0,0.0376,0.0139,0.0,0.0399,0.864,116.984,226627.0,4;;;
167,Steve Petrunak,White Christmas,1RqnQUJqmZVHbiCrza09Lg,22.0,2012.0,acoustic,0.401,0.151,0.0,-13.671,1.0,0.0533,0.921,0.921,0.12,0.327,81.027,205493.0,4;;;
168,Scars On 45,Heart on Fire,1Ok8BY1ph096s1YHDUzQXJ,23.0,2012.0,acoustic,0.571,0.847,1.0,-7.506,1.0,0.0345,0.242,0.0,0.123,0.459,131.971,219520.0,4;;;
169,Ingrid Michaelson,Fire,6ohcFAmjdwQyWNhU7BO03T,21.0,2012.0,acoustic,0.418,0.941,5.0,-4.365,1.0,0.0886,0.123,0.0,0.124,0.432,79.924,201000.0,4;;;
170,Johnnyswim,Home,2m5N4awG3sG1I4vH9MTDP1,21.0,2012.0,acoustic,0.7,0.8,0.0,-4.732,1.0,0.0618,0.392,0.0,0.149,0.847,110.008,212416.0,4;;;
171,Boyce Avenue,Best of You,3cuzNcXnUhwqED7kl5vwd6,36.0,2012.0,acoustic,0.515,0.385,11.0,-6.559,1.0,0.049,0.9,2.09e-06,0.0705,0.363,124.194,234173.0,4;;;
172,NEEDTOBREATHE,Keep Your Eyes Open - Acoustic Version,0eC2E0sd67p1olyQFYLR3s,21.0,2012.0,acoustic,0.557,0.768,9.0,-5.9,1.0,0.0427,0.309,0.0,0.198,0.62,75.039,245590.0,4;;;
173,Ingrid Michaelson,Do It Now,0vJVq3K16luwPw54DBmKe6,21.0,2012.0,acoustic,0.769,0.658,10.0,-6.712,1.0,0.0333,0.449,0.000182,0.103,0.777,121.004,196747.0,4;;;
174,Steve Petrunak,Hark! The Herald Angels Sing,55zSbbABalE4xxa9NUvChE,22.0,2012.0,acoustic,0.613,0.183,7.0,-12.661,1.0,0.0545,0.912,0.96,0.128,0.509,98.657,160706.0,4;;;
175,AJJ,Dipping Things in Stuff,5OY3c9YchGlH0wbIT3FD7g,21.0,2012.0,acoustic,0.769,0.572,7.0,-5.869,1.0,0.0307,0.491,0.197,0.112,0.915,88.351,99133.0,4;;;
176,Joshua Radin,Underwater,5EXiJK0i9B9zWvkYZd1iFt,18.0,2012.0,acoustic,0.406,0.487,1.0,-10.958,1.0,0.0333,0.487,0.124,0.108,0.341,107.746,284333.0,4;;;
177,Ichiko Aoba,sanbiki no kuma,006bSCF5D7Z547EuVKSiRK,22.0,2012.0,acoustic,0.49,0.0289,8.0,-18.037,1.0,0.0391,0.992,0.00218,0.0956,0.232,109.197,280560.0,4;;;
178,Joey Cape,I Must Be Hateful,0Lg0A8dSTrqdt0uhJBYtgn,26.0,2012.0,acoustic,0.584,0.309,5.0,-8.913,1.0,0.031,0.878,0.0,0.113,0.429,140.757,198107.0,4;;;
179,Boyce Avenue,Nothin' on You / My Love / Rocketeer,2GKhXT8pBJc35YGvXkbn6j,32.0,2012.0,acoustic,0.578,0.308,2.0,-12.729,0.0,0.0315,0.826,0.0,0.374,0.282,106.425,278227.0,4;;;
180,Joshua James,No Milk Today - from Sons of Anarchy,0h8sphCgaczfLyzKYITefq,26.0,2012.0,acoustic,0.521,0.542,9.0,-7.998,1.0,0.0305,0.0203,0.0716,0.0857,0.261,96.988,263760.0,4;;;
181,Boyce Avenue,Just a Kiss,6STurd0ZGrYfqldGUS8Io6,33.0,2012.0,acoustic,0.603,0.627,10.0,-7.244,0.0,0.0353,0.532,0.0,0.129,0.31,142.93,215177.0,4;;;
182,Greg Laswell,Another Life To Lose,00G0cFfgXWwK3BH3DGxrTQ,24.0,2012.0,acoustic,0.459,0.748,7.0,-5.785,1.0,0.0284,0.0329,0.00113,0.164,0.246,150.057,247973.0,4;;;
183,Boyce Avenue,Just Can't Get Enough,42GCZwdW8qxuexRGuHJl55,35.0,2012.0,acoustic,0.741,0.622,3.0,-9.217,0.0,0.258,0.452,0.0,0.115,0.325,93.977,212406.0,4;;;
184,Jason Mraz,I Never Knew You - Live,2wOZVKXMZQvEyHcY9rQzU3,22.0,2012.0,acoustic,0.477,0.273,4.0,-12.113,0.0,0.0373,0.682,0.0,0.688,0.0882,147.998,535111.0,4;;;
185,Boyce Avenue,Jeremy,7kEGGdM9TMw9QjjVcTt42x,30.0,2012.0,acoustic,0.607,0.33,2.0,-9.607,1.0,0.0326,0.51,0.0,0.104,0.221,104.695,298180.0,4;;;
186,Mark Lanegan,Phantasmagoria Blues,1UsUjgxG2nFa6GgG2KND5g,29.0,2012.0,acoustic,0.562,0.47,5.0,-10.7,1.0,0.0299,0.533,0.0846,0.156,0.267,107.963,195960.0,4;;;
187,Boyce Avenue,The A Team,5FCl747EStpEffRsd2Qbxp,31.0,2012.0,acoustic,0.507,0.195,7.0,-11.657,1.0,0.0402,0.865,0.0,0.0602,0.282,80.26,282173.0,4;;;
188,Boyce Avenue,Water Runs Dry,7xJztdi210scTxzqLYw3JN,30.0,2012.0,acoustic,0.596,0.201,9.0,-11.341,0.0,0.0271,0.884,0.0,0.0876,0.439,89.981,202227.0,4;;;
189,Fuyumi Abe,希望のうた,24dq1uvUoVVQ6WMwFTqUPl,34.0,2012.0,acoustic,0.384,0.0751,2.0,-16.534,1.0,0.0436,0.955,1.23e-06,0.132,0.254,162.503,245747.0,3;;;
190,AJJ,Skipping Stone,51ocbwPg5kEeDgZH1eQ71J,19.0,2012.0,acoustic,0.762,0.628,0.0,-4.554,1.0,0.0379,0.531,0.0,0.107,0.829,106.092,115227.0,4;;;
191,AJJ,This Is Not a War,7lwkgy6neVU6WYeeZmwoeC,20.0,2012.0,acoustic,0.684,0.601,7.0,-4.644,1.0,0.0431,0.275,0.0,0.124,0.732,109.192,197747.0,4;;;
192,Ron Pope,I Do Not Love You,7ppd3SVpYfKVTWYooDIpup,22.0,2012.0,acoustic,0.547,0.307,3.0,-11.464,1.0,0.0274,0.71,0.000941,0.133,0.135,93.034,229747.0,4;;;
193,Tony Sly,Soulmate,67XaJoa6mpodNciqYMQmLy,27.0,2012.0,acoustic,0.513,0.657,5.0,-3.96,1.0,0.0275,0.336,0.0,0.0681,0.819,155.935,217427.0,4;;;
194,AJJ,Hate & Kill,2g1NxVJac1P1grmNp5mfb4,20.0,2012.0,acoustic,0.436,0.99,9.0,-5.326,1.0,0.0814,4.3e-05,0.000176,0.141,0.116,103.56,74533.0,4;;;
195,Tyler Ward,Paradise - Acoustic,5Qpe1Tw0y2sUdIdvicdtJS,32.0,2012.0,acoustic,0.584,0.463,5.0,-10.332,1.0,0.0322,0.622,0.0,0.0792,0.384,142.007,209839.0,4;;;
196,Kris Allen,The Vision of Love,2OVSlo1c9nYjJ3qqKQIkZR,27.0,2012.0,acoustic,0.614,0.797,10.0,-5.575,1.0,0.0345,0.00202,0.0,0.166,0.338,117.981,214640.0,4;;;
197,Jason Mraz,I’m Yours,5smPViFYtztTo7ww9gJXpD,29.0,2012.0,acoustic,0.549,0.107,0.0,-16.147,1.0,0.0844,0.957,0.0,0.111,0.307,74.63,219053.0,4;;;
198,Jason Reeves,More in Love With You (feat. Nelly Joy),288rPrDfex8ads1nO4gGpi,23.0,2012.0,acoustic,0.52,0.293,1.0,-12.618,1.0,0.0303,0.802,0.0,0.107,0.521,151.955,281933.0,4;;;
199,Tyler Ward,Red,1aLnDN8v257cJUgkplnTOy,25.0,2012.0,acoustic,0.706,0.392,3.0,-8.44,0.0,0.0279,0.15,0.0117,0.117,0.539,125.025,204600.0,4;;;
200,Johnnyswim,Heart Beats,1lh0ca3jjIysThpLxfjMH2,19.0,2012.0,acoustic,0.465,0.752,11.0,-5.003,0.0,0.0494,0.466,0.0,0.138,0.341,129.766,206646.0,4;;;
201,Boyce Avenue,Lights,2mdxZbS0rjbkl5gaE28b85,30.0,2012.0,acoustic,0.691,0.348,10.0,-7.633,0.0,0.0314,0.73,0.0,0.106,0.357,118.237,211187.0,4;;;
202,Boyce Avenue,Dynamite,5eWwgBxTCyJnCOZ5kh8tq7,34.0,2012.0,acoustic,0.735,0.515,2.0,-8.524,1.0,0.0407,0.617,0.0,0.0928,0.584,115.28,230320.0,4;;;
203,Ingrid Michaelson,Blood Brothers,0KZw9ygUfo5AezBxU8L0aB,20.0,2012.0,acoustic,0.631,0.816,5.0,-4.399,1.0,0.0258,0.19,0.000174,0.116,0.415,129.999,192293.0,4;;;
"204,Dan Andriano in the Emergency Room,""Of Peace, Quiet And Monsters"",1VdQTD2rFIYWpFngckkmSS,20,2012,acoustic,0.479,0.285,1,-12.619,0,0.0327,0.942,0.0437,0.111,0.618,104.933,261000,4;;;",,,,,,,,,,,,,,,,,,,
205,Josh Kelley,Almost Honest,7zgjmHItVpoClD39UDJk71,23.0,2012.0,acoustic,0.515,0.577,3.0,-4.057,1.0,0.0277,0.264,0.0,0.168,0.386,141.781,197544.0,4;;;
206,A Fine Frenzy,Pinesong,0dxuoyXyQslh83KUzNkTCf,17.0,2012.0,acoustic,0.588,0.31,6.0,-16.313,0.0,0.0381,0.322,0.179,0.0757,0.0718,122.036,463040.0,4;;;
207,AJJ,Lucky Strike,01qsvOsRL8FGd5cghQJXIv,19.0,2012.0,acoustic,0.659,0.443,7.0,-4.493,1.0,0.0358,0.494,0.0,0.0951,0.653,137.058,96667.0,4;;;
208,Jason Mraz,The World as I See It - Live,70mrEnltTjQre4AYufBhPk,21.0,2012.0,acoustic,0.496,0.304,9.0,-13.277,1.0,0.0694,0.678,0.0,0.476,0.388,118.716,514848.0,4;;;
209,Hana Sekitori,10月のあなた,24lx6wmteh98ewSupJUQ7B,31.0,2012.0,acoustic,0.824,0.196,10.0,-7.769,1.0,0.0306,0.888,0.0,0.123,0.582,96.911,254120.0,4;;;
210,Green River Ordinance,Heart of Me,2LaoI1GMcL2fBO4uZfmon7,18.0,2012.0,acoustic,0.523,0.782,9.0,-4.617,1.0,0.0308,0.0378,0.0,0.352,0.588,122.031,209773.0,4;;;
211,Scars On 45,Give Me Something,4jkHmRrFNERDvFiwM1nr4j,19.0,2012.0,acoustic,0.531,0.658,6.0,-6.129,0.0,0.0298,0.19,0.0,0.15,0.35,139.945,201480.0,4;;;
212,Ron Pope,October Trees,7I6QEqTcJkCr43CKu7Hzlp,24.0,2012.0,acoustic,0.659,0.74,7.0,-6.706,0.0,0.0526,0.611,6.27e-05,0.155,0.396,110.046,264493.0,4;;;
213,Rodrigo y Gabriela,Diabo Rojo - Area 52 Version,3xhC4SC7UuHzGLjLGDYTw6,16.0,2012.0,acoustic,0.674,0.921,9.0,-6.541,0.0,0.042,0.598,0.724,0.0735,0.931,130.017,310440.0,4;;;
214,Tony Sly,Chasing Rainbows,7y36qo6eYqsIgKoRuup5qA,26.0,2012.0,acoustic,0.559,0.752,10.0,-5.008,1.0,0.0274,0.35,0.0,0.0906,0.687,103.51,206427.0,4;;;
215,Jack Savoretti,Hate & Love,4nZRvBLAVCC2JJRbCYHilQ,32.0,2012.0,acoustic,0.517,0.428,9.0,-9.825,0.0,0.029,0.691,0.00531,0.105,0.301,73.472,233469.0,4;;;
216,AJJ,Joe Arpaio Is a Punk,1cpgeInv0C0GHOxGLQ6frG,18.0,2012.0,acoustic,0.351,0.948,0.0,-5.251,1.0,0.0875,0.0109,0.0,0.223,0.455,111.485,138160.0,4;;;
217,Joshua Hyslop,Shelter From The Storm,6APgkRFRBnyvJidv1umcmO,24.0,2012.0,acoustic,0.429,0.12,4.0,-17.165,1.0,0.0449,0.887,0.000482,0.0985,0.521,174.878,206053.0,4;;;
218,Jill Andrews,These Words,0glo4jllxS7sW0Bz5qfV7k,19.0,2012.0,acoustic,0.534,0.204,11.0,-13.705,1.0,0.0362,0.901,0.000236,0.338,0.188,120.627,290000.0,4;;;
219,Eric Hutchinson,Talk Is Cheap,0Z9N0gWeoCUNu2zSKG67OE,19.0,2012.0,acoustic,0.616,0.816,9.0,-4.116,1.0,0.047,0.0119,0.0,0.35,0.485,169.954,273293.0,4;;;
220,Boyce Avenue,Every Teardrop Is a Waterfall,3vdUsTGp7bSsHSK15ZlsS2,31.0,2012.0,acoustic,0.45,0.645,9.0,-7.326,1.0,0.0411,0.329,0.0,0.179,0.112,118.003,237040.0,4;;;
221,Zee Avi,Concrete Wall - RAC Remix,1SKUJAAfiKLkHDrBPOXdpF,18.0,2012.0,acoustic,0.683,0.603,5.0,-5.772,0.0,0.0495,0.0346,0.0166,0.074,0.805,170.025,254347.0,4;;;
222,Mark Kroos,Flowers for April,2uMAWX0zM8t2xRFAhTWY1x,18.0,2012.0,acoustic,0.477,0.0646,6.0,-18.445,1.0,0.101,0.829,0.84,0.103,0.206,122.401,263293.0,4;;;
223,Ichiko Aoba,kiseki wa itsudemo,2HlSyQIukNiv4t1sKve8uH,21.0,2012.0,acoustic,0.423,0.0391,8.0,-17.551,1.0,0.0461,0.987,0.00157,0.0949,0.172,133.742,314867.0,3;;;
224,Ichiko Aoba,watashi no nusubito,5OSoisyT5dmJIKOtbPcJX6,21.0,2012.0,acoustic,0.435,0.0317,3.0,-19.044,1.0,0.0377,0.992,0.00311,0.109,0.0562,133.427,311587.0,4;;;
225,Josh Garrels,Processional (Mason Jar Remix),2oOp14OYYhDVnw1aCzYDAr,18.0,2012.0,acoustic,0.502,0.217,2.0,-12.186,1.0,0.0342,0.968,0.433,0.11,0.174,150.054,240621.0,3;;;
226,Frank Turner,I Still Believe,7Gn3EmzREuZ8ORkZQk4e9Z,21.0,2012.0,acoustic,0.618,0.85,0.0,-4.992,1.0,0.042,0.0604,0.0,0.177,0.5,99.182,225133.0,4;;;
227,Jack Savoretti,Take Me Home,0ALRetjPWxaoFSMrDIuS87,37.0,2012.0,acoustic,0.686,0.656,7.0,-8.573,1.0,0.0298,0.00712,1.2e-05,0.0755,0.469,131.856,235880.0,4;;;
228,AJJ,Sense & Sensibility,0dEXaj5bknMei0OtrVr7h9,18.0,2012.0,acoustic,0.62,0.624,7.0,-3.78,1.0,0.0543,0.779,0.0,0.328,0.865,135.172,129000.0,4;;;
229,AJJ,Fortune Teller,5WwINFDBAGJVYeDtWNryZC,18.0,2012.0,acoustic,0.612,0.614,7.0,-7.972,1.0,0.0477,0.306,0.0,0.534,0.387,93.238,144200.0,4;;;
230,Jason Reeves,You're My Best Friend,2KPf8nsCIjxVZtWOiKM5VK,21.0,2012.0,acoustic,0.583,0.393,9.0,-10.323,1.0,0.0338,0.858,2.3e-06,0.0971,0.151,121.723,283653.0,4;;;
231,Steve Petrunak,O Holy Night,55mvDKNrwfLmWwCamCVqYr,18.0,2012.0,acoustic,0.413,0.125,7.0,-15.754,1.0,0.0479,0.971,0.886,0.111,0.185,97.967,226200.0,3;;;
232,Sanders Bohlke,My Baby,012CS1QIhUjjRctJwZasSx,21.0,2012.0,acoustic,0.487,0.498,2.0,-9.091,0.0,0.0433,0.014,0.00608,0.115,0.39,110.675,171853.0,4;;;
233,Joey Cape,Know It All,7hR6iEUjUzwF3gK0MIM9Wo,24.0,2012.0,acoustic,0.664,0.607,10.0,-4.859,1.0,0.0392,0.671,0.0,0.0785,0.744,147.071,202720.0,4;;;
234,Ingrid Michaelson,End Of The World,2rH8Q0gCdQElBuXac1S20P,18.0,2012.0,acoustic,0.563,0.414,10.0,-7.295,1.0,0.0275,0.0454,0.0165,0.111,0.134,108.024,224867.0,3;;;
235,Ingrid Michaelson,This Is War,14GM81g9tm098DQZt2T634,18.0,2012.0,acoustic,0.652,0.898,8.0,-4.844,1.0,0.0698,0.083,0.00797,0.104,0.65,156.952,199227.0,4;;;
236,Mark Lanegan,Harborview Hospital,6Cn5R9nEEliMDrwScAFZfX,28.0,2012.0,acoustic,0.208,0.806,10.0,-6.785,1.0,0.045,0.000135,0.19,0.0996,0.421,108.738,271333.0,4;;;
237,AJJ,If Jeff Swiney Had a Hammer,5tuV2nTMHAyCu9EwcNUeZa,18.0,2012.0,acoustic,0.535,0.939,0.0,-4.047,1.0,0.106,0.00944,2.01e-05,0.271,0.665,111.116,77280.0,4;;;
238,Boyce Avenue,Mean,2QoNc4MbHYq9YHZiB006cP,29.0,2012.0,acoustic,0.461,0.425,8.0,-6.974,1.0,0.0298,0.66,0.0,0.367,0.378,81.758,240159.0,4;;;
239,Tristan Prettyman,Never Say Never,3fEL4Hq56pcTkYvpY46XhO,16.0,2012.0,acoustic,0.584,0.352,11.0,-11.333,1.0,0.033,0.509,0.00695,0.135,0.227,81.927,354400.0,4;;;
240,Eric Bibb,On My Way To Bamako,7FBgu3BtKRZgwaQnxTr7RY,19.0,2012.0,acoustic,0.632,0.328,0.0,-12.0,1.0,0.032,0.795,0.000441,0.115,0.793,91.986,195093.0,4;;;
241,Jack Savoretti,Breaking the Rules,3lxZsowcDLsagnpwYNXSfE,36.0,2012.0,acoustic,0.59,0.652,11.0,-5.702,0.0,0.0245,0.0956,0.0,0.295,0.398,146.014,214493.0,4;;;
242,Tim Myers,A Beautiful World,19nbrRzEM0ldFwbqO0KsZI,22.0,2012.0,acoustic,0.534,0.413,11.0,-9.701,0.0,0.0289,0.167,1.94e-06,0.147,0.329,138.135,205613.0,4;;;
243,Ingrid Michaelson,Black & Blue,7uTVsNFHMTc8yKYSzh0LX8,18.0,2012.0,acoustic,0.683,0.768,0.0,-4.617,1.0,0.0732,0.0575,5.43e-05,0.0712,0.692,175.042,217187.0,4;;;
244,Ingrid Michaelson,Ribbons,7zP7eHb33ROL6KwkFIeBHc,18.0,2012.0,acoustic,0.659,0.532,6.0,-6.099,1.0,0.0293,0.0723,4.26e-05,0.115,0.368,143.025,207120.0,4;;;
245,Kris Allen,Fighters,6agssQSBqSqPvg5xepe7T0,20.0,2012.0,acoustic,0.577,0.692,7.0,-5.598,1.0,0.0292,0.00613,0.0,0.0801,0.668,92.986,181560.0,4;;;
246,NEEDTOBREATHE,Disaster Road,4dB6Mqi2IeH5CEA6dvZhDK,17.0,2012.0,acoustic,0.487,0.582,9.0,-7.653,1.0,0.0265,0.786,0.0284,0.081,0.357,92.933,271044.0,4;;;
